country,year,co2,co2_per_capita,coal_co2,oil_co2,gas_co2,population,Code,gdp_per_capita,renewable_energy_consumption
Algeria,1990,76.738,3.024,2.942,23.204,38.908,25375759,DZA,11728.546,0.11906669
Algeria,1991,78.807,3.032,2.689,26.066,38.428,25987891,DZA,11314.864,0.26082626
Algeria,1992,79.883,3.0,2.378,28.678,31.932,26628518,DZA,11241.415,0.17263989
Algeria,1993,81.944,3.004,1.924,27.993,36.098,27276996,DZA,10743.706,0.32912087
Algeria,1994,88.608,3.177,2.286,30.45,37.386,27887227,DZA,10414.035,0.15274073
Algeria,1995,96.777,3.399,1.935,27.081,47.222,28470152,DZA,10588.443,0.1712212
Algeria,1996,100.039,3.446,1.407,27.407,50.567,29032996,DZA,10808.879,0.12100656
Algeria,1997,88.369,2.988,1.381,30.019,39.007,29579249,DZA,10725.968,0.06994659
Algeria,1998,106.537,3.545,2.11,33.09,54.641,30054098,DZA,11094.888,0.19370805
Algeria,1999,91.449,3.001,2.173,22.188,50.92,30474312,DZA,11292.037,0.18108313
Algeria,2000,85.399,2.763,1.96,26.828,38.534,30903850,DZA,11558.221,0.05001067
Algeria,2001,86.839,2.772,2.096,28.458,41.029,31331173,DZA,11742.595,0.061327934
Algeria,2002,90.692,2.856,2.609,29.495,44.653,31750790,DZA,12213.126,0.048507243
Algeria,2003,94.581,2.939,2.788,31.943,44.027,32175762,DZA,12835.182,0.2143434
Algeria,2004,91.714,2.811,1.924,32.818,41.209,32628233,DZA,13226.765,0.19449507
Algeria,2005,110.993,3.352,2.363,31.052,61.211,33109211,DZA,13738.496,0.40765893
Algeria,2006,105.896,3.149,2.7,35.233,49.306,33623459,DZA,13920.694,0.15344006
Algeria,2007,109.889,3.214,3.012,38.322,51.076,34189375,DZA,14114.675,0.1504157
Algeria,2008,111.087,3.191,3.008,37.363,51.551,34816912,DZA,14206.776,0.17631334
Algeria,2009,118.856,3.349,1.594,44.891,54.894,35490399,DZA,14104.428,0.20000759
Algeria,2010,118.353,3.27,1.216,45.365,53.368,36188192,DZA,14496.421,0.10803143
Algeria,2011,125.095,3.39,1.048,46.92,56.721,36903328,DZA,14641.964,0.22096606
Algeria,2012,135.674,3.604,1.037,48.539,64.114,37646120,DZA,14697.54,0.21108034
Algeria,2013,140.786,3.665,0.725,51.919,65.45,38414134,DZA,14778.191,0.060776502
Algeria,2014,151.283,3.859,0.546,52.885,73.831,39204992,DZA,15073.763,0.110372595
Algeria,2015,160.087,4.0,0.502,55.59,78.769,40019473,DZA,15239.518,0.09101885
Algeria,2016,158.482,3.88,0.0,54.627,78.677,40850673,DZA,15511.686,0.13686113
Algeria,2017,165.174,3.962,0.865,55.323,82.352,41689261,DZA,15427.664,0.23208226
Algeria,2018,172.705,4.063,1.451,56.233,88.885,42504975,DZA,15343.426,0.27123353
Algeria,2019,179.907,4.155,1.198,59.637,91.998,43294503,DZA,15199.199,0.27703846
Algeria,2020,168.178,3.819,0.542,54.125,87.024,44042041,DZA,14194.155,0.2825046
Algeria,2021,179.596,4.012,1.107,57.343,96.259,44761051,DZA,14496.865,0.23804712
Algeria,2022,184.558,4.058,0.775,57.407,100.626,45477339,DZA,14782.2,0.22791375
Algeria,2023,178.133,3.859,0.689,59.966,92.546,46164169,DZA,15159.324,0.22667149
Argentina,1990,112.149,3.424,3.14,59.188,43.213,32755859,ARG,17007.285,9.72907
Argentina,1991,117.755,3.544,2.939,61.233,47.284,33230247,ARG,18295.61,8.570026
Argentina,1992,121.535,3.607,3.107,63.633,48.303,33693487,ARG,19476.283,9.639757
Argentina,1993,118.001,3.455,2.528,67.152,40.807,34152666,ARG,20791.346,11.552494
Argentina,1994,118.469,3.423,3.561,67.203,42.677,34613440,ARG,21711.844,12.563101
Argentina,1995,125.277,3.572,3.741,62.834,53.194,35069968,ARG,20819.5,11.829992
Argentina,1996,131.15,3.693,3.114,65.921,57.542,35513745,ARG,21695.596,9.646128
Argentina,1997,136.553,3.799,2.807,66.868,61.504,35947739,ARG,23172.158,11.7813425
Argentina,1998,139.32,3.83,3.155,69.576,61.614,36372814,ARG,23783.102,10.780106
Argentina,1999,148.304,4.031,2.788,72.723,67.619,36794636,ARG,22714.512,8.606011
Argentina,2000,143.469,3.855,2.36,67.434,69.438,37213933,ARG,22281.38,11.556684
Argentina,2001,135.137,3.592,2.008,64.334,64.807,37624762,ARG,21066.459,15.036309
Argentina,2002,124.931,3.285,1.579,57.495,62.618,38029300,ARG,18571.701,15.334841
Argentina,2003,134.481,3.5,2.48,59.355,69.068,38424224,ARG,20005.139,13.613283
Argentina,2004,157.049,4.046,2.532,67.813,82.913,38815865,ARG,21591.45,11.464811
Argentina,2005,161.589,4.12,3.668,71.8,81.967,39216734,ARG,23262.408,12.031582
Argentina,2006,174.309,4.399,3.968,81.911,83.867,39622060,ARG,24877.25,12.677819
Argentina,2007,173.581,4.338,3.759,77.952,87.178,40016709,ARG,26850.664,10.023992
Argentina,2008,187.342,4.634,3.975,88.658,90.12,40424101,ARG,27658.484,9.871803
Argentina,2009,178.181,4.361,3.305,82.38,87.993,40854783,ARG,25747.197,11.193401
Argentina,2010,185.946,4.504,4.082,90.145,86.928,41288642,ARG,28056.258,11.091996
Argentina,2011,189.775,4.548,4.825,86.906,92.586,41730610,ARG,29425.76,10.412118
Argentina,2012,191.362,4.539,5.078,85.587,95.381,42161676,ARG,28825.967,9.701297
Argentina,2013,189.538,4.451,4.84,87.487,91.338,42582408,ARG,29227.66,10.134094
Argentina,2014,188.397,4.379,5.536,84.292,92.844,43024021,ARG,28200.814,10.396154
Argentina,2015,191.744,4.41,5.467,86.954,93.535,43476961,ARG,28669.207,10.275299
Argentina,2016,189.92,4.326,4.192,84.556,96.303,43900264,ARG,27802.105,9.586403
Argentina,2017,186.899,4.22,4.279,80.856,96.442,44288844,ARG,28334.904,10.4453335
Argentina,2018,180.599,4.044,4.356,74.392,96.123,44654822,ARG,27367.115,10.823792
Argentina,2019,178.508,3.969,2.143,74.847,95.606,44973412,ARG,26629.553,11.416995
Argentina,2020,165.121,3.654,3.224,67.319,89.083,45191917,ARG,23877.094,11.833357
Argentina,2021,191.108,4.218,4.51,86.529,93.073,45312226,ARG,26300.273,10.9474535
Argentina,2022,204.081,4.494,4.78,99.135,92.908,45407866,ARG,27627.963,12.009511
Argentina,2023,195.806,4.3,4.106,93.742,91.051,45538356,ARG,27104.98,14.100092
Australia,1990,278.16,16.242,141.877,88.777,34.455,17126249,AUS,35669.64,4.137041
Australia,1991,279.534,16.109,146.083,88.177,32.786,17353139,AUS,35083.246,4.3940225
Australia,1992,284.529,16.213,150.049,87.849,33.97,17549234,AUS,34841.23,4.3885193
Australia,1993,288.874,16.299,150.096,90.318,35.67,17722869,AUS,35930.12,4.406949
Australia,1994,293.701,16.41,151.376,91.854,37.032,17897388,AUS,37002.195,4.1957083
Australia,1995,305.056,16.858,155.735,96.068,39.847,18095295,AUS,38014.33,4.001723
Australia,1996,311.941,17.041,160.388,98.664,39.781,18305265,AUS,39006.79,3.9997537
Australia,1997,320.333,17.311,167.683,98.381,41.09,18504864,AUS,40097.0,3.9143484
Australia,1998,334.136,17.867,177.614,99.142,43.506,18701660,AUS,41550.586,3.8129077
Australia,1999,343.959,18.189,183.231,100.809,45.564,18909934,AUS,43164.816,3.7857795
Australia,2000,350.008,18.294,185.797,102.65,46.61,19132426,AUS,44347.07,3.7645082
Australia,2001,357.784,18.475,190.082,103.174,49.326,19365383,AUS,44667.926,3.655366
Australia,2002,362.537,18.501,191.147,105.452,50.589,19595306,AUS,45920.18,3.7108545
Australia,2003,369.63,18.65,195.386,109.666,49.912,19819398,AUS,46798.09,3.7965071
Australia,2004,383.159,19.113,202.225,113.748,52.83,20046631,AUS,48256.25,3.8290668
Australia,2005,386.176,19.029,200.715,116.504,54.458,20294430,AUS,49176.06,4.095098
Australia,2006,392.36,19.055,204.401,117.364,55.777,20590515,AUS,49853.72,4.023526
Australia,2007,399.475,19.064,203.559,119.32,61.006,20954497,AUS,50799.26,3.7864707
Australia,2008,404.84,18.944,204.688,122.931,61.744,21370545,AUS,51577.074,3.499129
Australia,2009,407.094,18.689,206.066,122.373,63.087,21782958,AUS,51481.25,3.7221737
Australia,2010,405.131,18.297,200.552,124.551,64.246,22141527,AUS,51811.78,4.0876446
Australia,2011,403.858,17.965,192.141,129.802,66.46,22479723,AUS,52326.766,5.3919606
Australia,2012,406.197,17.775,189.154,133.681,67.7,22852597,AUS,53435.18,5.399917
Australia,2013,399.068,17.174,176.363,137.311,69.642,23236224,AUS,53890.105,6.1726875
Australia,2014,392.729,16.644,168.146,137.536,70.591,23595552,AUS,54470.16,5.6627235
Australia,2015,401.497,16.765,174.205,137.952,71.37,23947955,AUS,54867.773,5.9553065
Australia,2016,410.388,16.868,179.562,137.699,73.804,24329914,AUS,55507.977,6.7850986
Australia,2017,413.818,16.733,176.932,139.838,75.229,24730998,AUS,55846.03,6.3734684
Australia,2018,415.591,16.544,169.401,144.034,78.346,25119651,AUS,56600.438,7.847639
Australia,2019,415.77,16.316,164.952,143.362,80.305,25482660,AUS,56981.395,8.40721
Australia,2020,399.184,15.506,156.681,135.404,83.221,25743732,AUS,56215.58,10.29223
Australia,2021,389.02,14.987,151.894,134.679,80.065,25956358,AUS,57321.562,12.282586
Australia,2022,384.362,14.67,146.069,133.807,80.412,26200929,AUS,58997.703,13.247022
Australia,2023,382.972,14.478,142.666,141.596,74.636,26451074,AUS,59552.88,14.323447
Austria,1990,62.184,8.097,18.139,28.9,11.836,7679582,AUT,43728.62,27.76444
Austria,1991,65.782,8.48,18.7,31.407,12.502,7757088,AUT,44784.227,26.52839
Austria,1992,60.283,7.686,14.385,30.152,12.518,7842667,AUT,45221.36,29.827892
Austria,1993,60.709,7.677,13.274,31.266,13.023,7907434,AUT,45086.26,30.718403
Austria,1994,61.083,7.695,13.459,30.716,13.658,7938100,AUT,45991.938,30.027718
Austria,1995,64.061,8.058,15.425,30.854,14.901,7950275,AUT,47146.754,30.140165
Austria,1996,67.405,8.467,15.069,33.778,15.797,7960868,AUT,48126.39,27.074467
Austria,1997,67.302,8.445,16.157,32.853,15.301,7969749,AUT,49103.43,28.264048
Austria,1998,66.937,8.39,13.707,34.66,15.717,7978413,AUT,50762.824,28.531652
Austria,1999,65.668,8.215,13.876,32.813,16.102,7993849,AUT,52570.1,30.66756
Austria,2000,66.177,8.259,15.751,32.161,15.264,8012872,AUT,54116.547,31.26769
Austria,2001,70.166,8.725,16.562,34.409,16.156,8042189,AUT,54619.77,29.411423
Austria,2002,71.969,8.905,16.736,36.056,16.069,8081595,AUT,55158.492,28.923092
Austria,2003,77.396,9.528,17.941,39.081,17.267,8122551,AUT,55517.06,24.120514
Austria,2004,77.694,9.506,17.766,39.1,17.662,8173453,AUT,56589.035,26.119173
Austria,2005,79.092,9.611,17.862,39.394,18.701,8229148,AUT,57508.98,26.316614
Austria,2006,76.812,9.288,17.866,38.134,17.498,8269852,AUT,59096.01,26.989784
Austria,2007,74.112,8.932,17.456,36.624,16.496,8296906,AUT,61128.55,29.094082
Austria,2008,73.49,8.829,17.028,35.481,17.436,8323196,AUT,61823.1,29.577007
Austria,2009,67.307,8.065,12.83,34.415,17.035,8345019,AUT,59450.027,32.5476
Austria,2010,72.008,8.608,15.497,34.795,18.777,8365050,AUT,60380.14,30.113115
Austria,2011,69.901,8.328,15.818,33.282,17.73,8393226,AUT,61938.617,29.15819
Austria,2012,67.274,7.979,14.685,32.639,16.945,8431540,AUT,62044.215,34.49825
Austria,2013,67.767,7.99,14.959,33.457,16.331,8481365,AUT,61524.96,34.02354
Austria,2014,64.166,7.507,13.801,32.42,14.946,8547760,AUT,61507.38,35.016697
Austria,2015,66.357,7.677,14.371,32.997,15.966,8643981,AUT,61614.56,33.051586
Austria,2016,67.217,7.693,13.334,34.108,16.736,8737874,AUT,62242.336,34.026432
Austria,2017,69.598,7.91,14.023,34.544,17.975,8798734,AUT,63216.0,33.21268
Austria,2018,66.562,7.528,12.294,34.082,17.018,8841608,AUT,64471.633,33.13921
Austria,2019,67.946,7.651,13.004,34.084,17.79,8880830,AUT,65312.023,34.18949
Austria,2020,62.176,6.969,11.371,30.775,16.959,8921362,AUT,60931.94,36.879936
Austria,2021,65.757,7.333,12.418,32.165,17.923,8967006,AUT,63576.242,34.638123
Austria,2022,61.489,6.783,11.666,30.734,15.967,9064633,AUT,66294.72,35.134083
Austria,2023,58.578,6.416,10.892,30.733,13.832,9130386,AUT,65015.133,40.022125
Azerbaijan,1990,51.318,7.097,0.343,22.466,27.841,7231035,AZE,10612.967,1.7696381
Azerbaijan,1991,50.047,6.842,0.251,22.515,26.636,7314263,AZE,10399.394,1.9544965
Azerbaijan,1992,56.174,7.585,0.066,31.225,22.6,7405734,AZE,7928.372,2.2671876
Azerbaijan,1993,48.406,6.451,0.011,30.818,17.283,7504063,AZE,6005.1978,3.6319344
Azerbaijan,1994,41.945,5.513,0.004,25.032,16.671,7608844,AZE,4757.5845,2.9807847
Azerbaijan,1995,33.309,4.315,0.015,19.885,13.308,7719236,AZE,4147.9746,2.6951706
Azerbaijan,1996,31.242,3.99,0.015,19.37,11.737,7830936,AZE,4159.5977,3.2475834
Azerbaijan,1997,29.843,3.76,0.015,18.551,11.062,7936177,AZE,4358.605,3.778814
Azerbaijan,1998,31.785,3.96,0.004,20.948,10.599,8025764,AZE,4749.1743,4.2910814
Azerbaijan,1999,28.822,3.558,0.006,16.777,11.688,8100413,AZE,5056.0464,3.3179066
Azerbaijan,2000,29.765,3.641,0.008,17.965,11.421,8174736,AZE,5571.3096,3.2334957
Azerbaijan,2001,28.415,3.444,0.01,11.278,16.576,8251722,AZE,6075.6147,2.8298752
Azerbaijan,2002,28.57,3.431,0.012,11.287,16.622,8326090,AZE,6599.6577,4.4186716
Azerbaijan,2003,30.488,3.629,0.014,12.697,17.054,8400486,AZE,7218.4717,4.963229
Azerbaijan,2004,32.253,3.799,0.016,12.731,18.622,8489831,AZE,7817.7163,4.8662996
Azerbaijan,2005,34.194,3.977,0.018000000000000002,14.638,18.533,8597205,AZE,9901.927,4.8642797
Azerbaijan,2006,34.522,3.963,0.02,12.977,20.465,8711329,AZE,13172.581,4.113798
Azerbaijan,2007,30.037,3.402,0.022,11.456,17.578,8828270,AZE,16280.084,4.172744
Azerbaijan,2008,33.037,3.694,0.015,10.607,20.738,8942598,AZE,17656.963,3.9057946
Azerbaijan,2009,29.103,3.217,0.015,9.241,18.789,9046297,AZE,18901.887,4.6727557
Azerbaijan,2010,27.549,3.012,0.022,8.695,17.968,9146807,AZE,19621.385,7.0208406
Azerbaijan,2011,30.21,3.264,0.018,10.264,19.026,9256100,AZE,19386.744,4.771241
Azerbaijan,2012,32.773,3.495,0.015,11.641,19.833,9376131,AZE,19545.072,3.13323
Azerbaijan,2013,33.555,3.53,0.011,12.066,19.936,9504374,AZE,20414.832,2.6123571
Azerbaijan,2014,34.348,3.566,0.007,11.633,21.2,9631088,AZE,20716.14,2.2877438
Azerbaijan,2015,34.683,3.556,0.011,11.532,21.935,9752813,AZE,20694.78,2.5956335
Azerbaijan,2016,34.727,3.519,0.004,12.139,21.508,9868395,AZE,19830.322,3.1447477
Azerbaijan,2017,34.699,3.481,0.004,12.59,20.892,9968463,AZE,19675.959,2.8683722
Azerbaijan,2018,34.569,3.443,0.004,11.827,21.284,10039730,AZE,19798.834,2.8174486
Azerbaijan,2019,37.746,3.733,0.004,12.107,24.119,10110446,AZE,20122.713,2.4512126
Azerbaijan,2020,36.233,3.559,0.004,10.623,24.335,10181688,AZE,19126.096,1.7904454
Azerbaijan,2021,38.293,3.742,0.0,11.739,25.219,10234332,AZE,20111.375,1.9303348
Azerbaijan,2022,40.391,3.923,0.0,12.148,26.791,10295256,AZE,21051.27,2.1882486
Azerbaijan,2023,43.937,4.258,0.0,12.448,29.753,10318161,AZE,21262.299,2.2942455
Belarus,1990,108.345,10.636,10.192,66.944,26.589,10186209,BLR,12351.636,0.011922588
Belarus,1991,104.072,10.209,9.872,64.549,25.384,10193837,BLR,12197.788,0.010754932
Belarus,1992,93.483,9.149,8.734,47.716,33.09,10217518,BLR,11002.602,0.011661243
Belarus,1993,80.562,7.866,7.663,39.451,30.05,10241269,BLR,10143.984,0.015620828
Belarus,1994,67.879,6.635,6.312,32.582,26.765,10230138,BLR,8967.73,0.0187022
Belarus,1995,60.906,5.973,5.889,28.607,24.34,10197421,BLR,8061.196,0.02215995
Belarus,1996,61.735,6.074,5.843,27.511,26.23,10163972,BLR,8314.856,0.017284459
Belarus,1997,61.588,6.084,5.03,23.729,30.213,10122315,BLR,9301.327,0.022427503
Belarus,1998,60.073,5.959,4.777,23.02,29.595,10080527,BLR,10128.156,0.03057955
Belarus,1999,57.966,5.774,4.112,20.823,30.693,10039177,BLR,10519.749,0.02133183
Belarus,2000,54.906,5.495,4.198,17.209,31.337,9991254,BLR,11182.455,0.029412428
Belarus,2001,54.003,5.434,3.735,16.439,31.648,9938024,BLR,11771.087,0.033429142
Belarus,2002,53.844,5.453,3.227,16.129,31.999,9873403,BLR,12443.933,0.030978968
Belarus,2003,55.088,5.619,3.142,15.545,33.6,9803112,BLR,13413.927,0.02997258
Belarus,2004,58.254,5.984,2.97,15.873,36.354,9735039,BLR,15052.118,0.03233662
Belarus,2005,59.31,6.135,2.963,15.957,36.976,9667778,BLR,16579.873,0.035009693
Belarus,2006,61.744,6.426,2.892,17.94,37.419,9607999,BLR,18349.871,0.033930745
Belarus,2007,60.218,6.297,2.793,16.007,37.868,9563078,BLR,20019.611,0.047331303
Belarus,2008,62.836,6.594,2.628,17.911,38.635,9529315,BLR,22137.947,0.097415656
Belarus,2009,60.578,6.372,2.677,22.486,31.82,9507289,BLR,22236.838,0.19278473
Belarus,2010,62.445,6.58,2.901,16.326,39.553,9490705,BLR,24012.613,0.25240967
Belarus,2011,61.308,6.472,2.975,17.421,37.378,9472681,BLR,25404.756,0.24433987
Belarus,2012,62.545,6.609,5.004,17.089,36.817,9463025,BLR,25879.133,0.25738886
Belarus,2013,64.126,6.775,4.838,18.704,36.9,9464405,BLR,26147.625,0.30522504
Belarus,2014,63.649,6.719,4.634,18.384,36.594,9472660,BLR,26564.436,0.29525957
Belarus,2015,58.799,6.198,4.094,17.178,33.957,9487235,BLR,25513.213,0.3455565
Belarus,2016,58.134,6.12,3.692,17.313,33.885,9499018,BLR,24846.83,0.4050693
Belarus,2017,59.382,6.253,3.882,17.345,34.769,9495737,BLR,25503.98,0.72615576
Belarus,2018,62.157,6.557,3.963,18.178,36.813,9479978,BLR,26363.463,0.59601754
Belarus,2019,62.096,6.581,4.1,18.037,36.684,9435364,BLR,26798.82,0.7227649
Belarus,2020,59.056,6.315,3.781,17.903,34.09,9350896,BLR,26731.496,0.94336146
Belarus,2021,60.938,6.587,3.863,17.708,36.171,9251315,BLR,27611.18,1.1064148
Belarus,2022,59.384,6.474,4.246,16.348,35.594,9173190,BLR,26537.508,1.1474723
Belarus,2023,56.491,6.197,4.394,16.542,32.359,9115626,BLR,27718.322,1.0273277
Belgium,1990,120.297,12.077,41.394,53.511,19.826,9960924,BEL,42487.688,0.2649906
Belgium,1991,123.367,12.338,40.122,56.206,21.596,9998909,BEL,43106.043,0.24876085
Belgium,1992,122.492,12.193,38.118,56.647,22.177,10045947,BEL,43588.645,0.2827966
Belgium,1993,121.427,12.04,36.562,56.139,23.189,10084882,BEL,43001.066,0.23757039
Belgium,1994,124.8,12.337,38.013,57.393,23.677,10115950,BEL,44252.105,0.26485226
Belgium,1995,125.939,12.423,36.955,56.763,26.285,10137211,BEL,45212.62,0.29377463
Belgium,1996,129.481,12.748,34.203,60.567,29.192,10156921,BEL,45720.652,0.23443435
Belgium,1997,123.993,12.178,31.916,58.634,27.721,10181406,BEL,47340.445,0.24066356
Belgium,1998,130.225,12.763,33.214,60.355,30.851,10203130,BEL,48166.227,0.30483082
Belgium,1999,124.683,12.192,28.931,57.02,32.957,10226629,BEL,49758.45,0.34840837
Belgium,2000,126.723,12.361,31.672,55.747,33.187,10251672,BEL,51482.816,0.4183467
Belgium,2001,126.067,12.255,28.29,59.079,32.915,10286956,BEL,51870.207,0.4340048
Belgium,2002,126.864,12.278,28.637,59.103,33.235,10332929,BEL,52519.62,0.4648603
Belgium,2003,128.249,12.36,27.766,59.805,34.972,10376207,BEL,52843.062,0.473226
Belgium,2004,128.782,12.358,28.252,59.783,34.963,10421247,BEL,54493.844,0.58898455
Belgium,2005,125.64,11.99,26.196,58.106,35.624,10478829,BEL,55453.184,0.84397316
Belgium,2006,123.884,11.744,25.337,57.135,35.371,10548397,BEL,56494.69,1.1779006
Belgium,2007,120.481,11.339,23.158,55.81,35.621,10625433,BEL,58143.42,1.3781304
Belgium,2008,120.18,11.222,23.259,55.381,35.671,10709668,BEL,57943.715,1.7182359
Belgium,2009,107.78,9.968,15.162,51.28,36.468,10812883,BEL,56383.56,2.494163
Belgium,2010,114.49,10.468,17.526,51.762,40.339,10936569,BEL,57385.035,3.1254456
Belgium,2011,105.098,9.521,16.689,48.685,34.573,11038580,BEL,57737.16,3.9831882
Belgium,2012,102.435,9.222,15.078,47.597,34.913,11107477,BEL,57504.03,4.9963574
Belgium,2013,102.762,9.208,15.332,47.419,35.274,11160227,BEL,57408.477,5.279734
Belgium,2014,97.034,8.656,14.794,46.414,30.998,11210070,BEL,58163.266,5.937734
Belgium,2015,101.275,8.982,14.436,48.418,33.815,11275281,BEL,58679.684,6.5506725
Belgium,2016,99.742,8.801,13.533,47.25,34.368,11332652,BEL,59080.15,6.264496
Belgium,2017,99.192,8.719,13.296,46.417,35.022,11376542,BEL,59720.76,6.8188543
Belgium,2018,100.159,8.764,13.357,46.015,36.091,11428564,BEL,60565.98,7.2616305
Belgium,2019,99.684,8.675,13.189,45.505,36.19,11490570,BEL,61711.113,7.769982
Belgium,2020,91.228,7.905,10.506,40.265,36.09,11540055,BEL,58500.633,10.456639
Belgium,2021,94.886,8.2,11.647,42.393,36.375,11570794,BEL,61873.965,9.202282
Belgium,2022,89.002,7.645,11.941,41.814,31.087,11641759,BEL,63974.246,10.436024
Belgium,2023,83.368,7.118,10.159,39.715,29.335,11712836,BEL,64185.848,12.149441
Brazil,1990,218.658,1.466,37.095,151.775,7.484,149143183,BRA,12633.288,43.2668
Brazil,1991,229.394,1.512,42.466,156.7,7.336,151724204,BRA,12546.561,43.701324
Brazil,1992,233.601,1.514,41.203,163.252,7.983,154275022,BRA,12271.979,44.017376
Brazil,1993,244.306,1.558,42.343,171.252,8.73,156794519,BRA,12669.429,44.21697
Brazil,1994,254.002,1.595,43.667,179.162,8.985,159264962,BRA,13202.931,43.932064
Brazil,1995,268.678,1.661,45.582,190.347,9.603,161735036,BRA,13550.439,43.3731
Brazil,1996,289.311,1.762,46.468,206.281,10.608,164202497,BRA,13641.63,42.834415
Brazil,1997,306.949,1.842,47.044,219.833,11.863,166661609,BRA,13896.625,42.147533
Brazil,1998,317.359,1.876,45.591,229.578,12.411,169159594,BRA,13737.703,42.0326
Brazil,1999,327.256,1.907,46.805,235.468,14.069,171641487,BRA,13602.414,41.78563
Brazil,2000,340.183,1.955,50.46,239.488,18.442,174018229,BRA,14005.348,40.939064
Brazil,2001,346.166,1.963,49.427,241.795,23.186,176301154,BRA,14016.132,37.18076
Brazil,2002,347.765,1.948,48.689,239.219,29.293,178503419,BRA,14265.905,38.819298
Brazil,2003,344.645,1.908,51.933,232.434,30.919,180622646,BRA,14259.366,40.449265
Brazil,2004,361.434,1.979,53.833,239.768,38.215,182675086,BRA,14911.261,40.44407
Brazil,2005,364.371,1.973,50.948,240.221,39.619,184688047,BRA,15221.014,41.269844
Brazil,2006,368.871,1.976,50.838,242.249,42.053,186653053,BRA,15657.4795,41.14651
Brazil,2007,390.573,2.071,54.989,256.003,43.246,188552256,BRA,16440.584,42.28473
Brazil,2008,412.638,2.168,55.315,267.239,51.303,190367242,BRA,17113.367,41.389286
Brazil,2009,389.775,2.029,43.586,262.705,40.959,192079912,BRA,16939.441,44.156986
Brazil,2010,440.269,2.273,56.688,286.08,55.049,193701879,BRA,18062.158,42.505264
Brazil,2011,462.58,2.369,62.292,303.885,53.101,195284687,BRA,18627.81,42.377716
Brazil,2012,498.309,2.531,61.016,327.734,63.397,196876061,BRA,18832.219,40.25937
Brazil,2013,532.418,2.682,65.604,342.338,74.704,198478236,BRA,19241.506,38.40652
Brazil,2014,557.901,2.788,69.034,356.753,81.286,200085074,BRA,19183.172,37.56644
Brazil,2015,529.353,2.625,69.452,330.359,80.465,201675482,BRA,18357.068,38.708134
Brazil,2016,492.748,2.425,63.831,312.939,69.666,203218058,BRA,17620.928,41.53582
Brazil,2017,498.266,2.434,67.322,316.143,70.688,204703394,BRA,17724.48,41.293602
Brazil,2018,478.379,2.321,65.841,300.73,67.417,206107217,BRA,17917.75,44.12647
Brazil,2019,473.39,2.282,61.888,299.436,67.121,207455405,BRA,18018.621,45.177975
Brazil,2020,445.208,2.134,56.241,282.678,59.026,208660785,BRA,17327.516,47.115757
Brazil,2021,498.017,2.377,68.23,305.428,75.974,209550238,BRA,18075.705,43.67331
Brazil,2022,483.841,2.301,56.078,319.935,60.085,210306358,BRA,18554.047,47.659924
Brazil,2023,486.47,2.304,54.848,326.432,56.329,211140678,BRA,19018.238,48.949894
Bulgaria,1990,76.741,8.698,34.775,26.417,12.119,8822320,BGR,15073.091,1.4007479
Bulgaria,1991,61.623,7.087,31.87,17.399,10.17,8695748,BGR,13937.474,2.4100642
Bulgaria,1992,57.456,6.713,31.525,15.123,8.895,8559045,BGR,13063.418,2.1483028
Bulgaria,1993,58.492,6.909,33.121,15.247,8.165,8466479,BGR,12973.122,1.891392
Bulgaria,1994,56.46,6.708,31.433,14.621,8.127,8416871,BGR,13253.907,1.4263549
Bulgaria,1995,57.998,6.94,31.363,13.72,9.99,8357522,BGR,13694.094,2.2264106
Bulgaria,1996,58.541,7.06,31.516,13.938,10.211,8291353,BGR,14481.418,2.967801
Bulgaria,1997,55.891,6.802,34.068,11.295,8.24,8217060,BGR,12513.26,2.9603994
Bulgaria,1998,53.212,6.539,32.18,12.165,7.163,8138142,BGR,13074.357,3.4685338
Bulgaria,1999,46.471,5.76,26.694,12.001,6.174,8067415,BGR,12043.958,3.5162685
Bulgaria,2000,45.592,5.699,26.489,10.627,6.697,8000476,BGR,12658.809,3.386313
Bulgaria,2001,49.117,6.195,30.191,10.915,6.206,7928407,BGR,13407.091,2.0436325
Bulgaria,2002,46.235,5.881,27.91,10.892,5.566,7861901,BGR,14505.831,2.6811574
Bulgaria,2003,50.587,6.482,31.268,11.61,5.809,7804359,BGR,15386.924,3.6460853
Bulgaria,2004,49.624,6.404,30.007,11.661,5.824,7749383,BGR,16512.848,3.9311848
Bulgaria,2005,50.685,6.587,29.543,12.218,6.579,7695001,BGR,17811.666,4.937457
Bulgaria,2006,51.922,6.796,30.047,12.655,6.738,7640243,BGR,19168.354,4.7382336
Bulgaria,2007,55.751,7.348,33.41,12.455,6.897,7586847,BGR,20594.764,3.3067698
Bulgaria,2008,54.109,7.18,32.547,11.844,6.729,7535541,BGR,22011.092,3.39123
Bulgaria,2009,45.837,6.121,27.326,11.353,5.061,7487966,BGR,21411.86,4.8456135
Bulgaria,2010,47.9,6.44,29.357,10.951,5.382,7437542,BGR,21888.504,7.257586
Bulgaria,2011,53.205,7.209,34.54,10.136,6.158,7379973,BGR,22489.762,4.618476
Bulgaria,2012,48.361,6.609,29.462,10.668,5.768,7316974,BGR,22789.791,6.8606396
Bulgaria,2013,42.726,5.881,25.088,9.633,5.628,7264556,BGR,22793.305,9.693577
Bulgaria,2014,45.251,6.265,26.639,10.599,5.601,7223406,BGR,23140.871,9.633595
